256	0.100491	0.093466
272	0.113424	0.112549
288	0.133292	0.133142
304	0.157837	0.155183
320	0.183029	0.184244
336	0.211404	0.212960
352	0.243855	0.241452
368	0.283683	0.278508
384	0.319032	0.314921
400	0.361022	0.356992
416	0.403010	0.401179
432	0.448785	0.445342
448	0.505138	0.500692
464	0.554317	0.557599
480	0.614209	0.608845
496	0.678305	0.675122
512	0.760992	0.749143
256	0.095741	0.092863
272	0.112680	0.112025
288	0.132902	0.131017
304	0.157592	0.156415
320	0.183411	0.182803
336	0.212093	0.210369
352	0.243410	0.241651
368	0.276606	0.274348
384	0.319547	0.315008
400	0.360471	0.359337
416	0.400825	0.402568
432	0.455361	0.446772
448	0.505008	0.497451
464	0.555764	0.554913
480	0.616932	0.611689
496	0.683002	0.672471
512	0.759715	0.746898
256	0.094069	0.092937
272	0.114260	0.113521
288	0.133373	0.132327
304	0.157839	0.155213
320	0.185139	0.182109
336	0.211081	0.211514
352	0.243128	0.240485
368	0.279347	0.276099
384	0.317469	0.315275
400	0.358642	0.353196
416	0.401818	0.396298
432	0.445635	0.444494
448	0.502866	0.500614
464	0.565664	0.555620
480	0.613141	0.605417
496	0.675537	0.668648
512	0.744971	0.739027
256	0.095560	0.093602
272	0.115212	0.111164
288	0.132840	0.131676
304	0.156799	0.156695
320	0.183837	0.181886
336	0.212627	0.210844
352	0.242853	0.246111
368	0.278102	0.280093
384	0.318595	0.317483
400	0.358639	0.356984
416	0.404387	0.401772
432	0.451908	0.449243
448	0.509008	0.502107
464	0.554192	0.548168
480	0.612976	0.608565
496	0.685377	0.675982
512	0.754372	0.745253
256	0.096881	0.094261
272	0.112366	0.110341
288	0.133478	0.137162
304	0.156067	0.157132
320	0.186411	0.180956
336	0.211203	0.211576
352	0.243581	0.244835
368	0.277896	0.276392
384	0.316626	0.314293
400	0.356615	0.353209
416	0.401303	0.402947
432	0.451445	0.443751
448	0.501826	0.494630
464	0.561627	0.556783
480	0.611806	0.606254
496	0.679811	0.673483
512	0.757168	0.745277
256	0.099355	0.094085
272	0.113287	0.112701
288	0.132711	0.132258
304	0.161486	0.155616
320	0.184436	0.183505
336	0.212396	0.211078
352	0.244879	0.244102
368	0.278356	0.280522
384	0.316892	0.313481
400	0.359165	0.356131
416	0.401492	0.399700
432	0.452578	0.446268
448	0.503867	0.499262
464	0.554635	0.551053
480	0.615291	0.612949
496	0.679101	0.679910
512	0.754819	0.740253
256	0.099369	0.093159
272	0.112363	0.119316
288	0.137210	0.131894
304	0.157405	0.156411
320	0.180891	0.179726
336	0.210909	0.211728
352	0.243083	0.241713
368	0.278252	0.275214
384	0.316634	0.316164
400	0.354594	0.353097
416	0.399625	0.404563
432	0.444924	0.444535
448	0.504732	0.498540
464	0.556565	0.552968
480	0.617553	0.611793
496	0.682374	0.673129
512	0.752177	0.744683
256	0.096991	0.096588
272	0.112887	0.113481
288	0.135617	0.133036
304	0.158943	0.159346
320	0.184102	0.185894
336	0.216753	0.215118
352	0.244974	0.242004
368	0.279435	0.277530
384	0.319901	0.315882
400	0.356537	0.354921
416	0.400681	0.397064
432	0.451335	0.447770
448	0.500750	0.495717
464	0.561434	0.554222
480	0.619535	0.612762
496	0.682625	0.677815
512	0.751862	0.740480
256	0.101313	0.094140
272	0.112707	0.116017
288	0.134539	0.136870
304	0.158614	0.157424
320	0.184590	0.182726
336	0.209848	0.213631
352	0.247308	0.244613
368	0.279190	0.280991
384	0.318253	0.316817
400	0.356313	0.359720
416	0.403296	0.399752
432	0.447079	0.450366
448	0.504374	0.501538
464	0.559220	0.555333
480	0.621714	0.616668
496	0.688112	0.682230
512	0.754316	0.736894
256	0.096596	0.095478
272	0.112888	0.111740
288	0.132933	0.132463
304	0.159052	0.160243
320	0.182880	0.185699
336	0.212153	0.211584
352	0.243466	0.242857
368	0.278023	0.276815
384	0.317083	0.313214
400	0.355991	0.354152
416	0.400213	0.402317
432	0.449504	0.446246
448	0.505536	0.500321
464	0.557477	0.554956
480	0.620644	0.613218
496	0.672936	0.668674
512	0.749204	0.740141
