256	0.0875636	0.0751171
272	0.0955051	0.0914529
288	0.111873	0.106263
304	0.128787	0.123858
320	0.151214	0.145304
336	0.173397	0.167655
352	0.20258	0.199707
368	0.234334	0.220623
384	0.280638	0.252017
400	0.304873	0.281944
416	0.339332	0.318813
432	0.382399	0.353296
448	0.44597	0.395983
464	0.475875	0.440227
480	0.543891	0.486364
496	0.598932	0.538898
512	0.683198	0.595291
