256	1.6925e+06	7438.5	212525	7438.5
272	2.06654e+06	8389.3	255063	8389.3
288	2.53962e+06	9397.7	302313	9397.7
304	3.13677e+06	10463.7	355538	10463.7
320	3.38659e+06	11587.3	413956	11587.3
336	4.24584e+06	12768.5	479434	12768.5
352	4.64461e+06	14007.3	550583	14007.3
368	5.58949e+06	15303.7	629223	15303.7
384	5.76081e+06	16657.7	713802	16657.7
400	7.19008e+06	18069.3	807366	18069.3
416	7.67484e+06	19538.6	907326	19538.6
432	9.0701e+06	21065.4	1.01632e+06	21065.4
448	9.29987e+06	22650.1	1.13219e+06	22650.1
464	1.1252e+07	24292.1	1.25855e+06	24292.1
480	11798723	25991.7	1.3922e+06	25991.7
496	1.37582e+07	27748.9	1.5365e+06	27748.9
512	1.34834e+07	29563.7	1.688e+06	29563.7
