2000 	2265 	9348963 	2265 	5413933
2064 	2273 	9943881 	2269 	5748265
2128 	2271 	10552559 	2265 	6092635
2192 	2269 	11213965 	2271 	6481687
2256 	2271 	11859844 	2273 	6847126
2320 	2269 	12523879 	2272 	7222667
2384 	2265 	13243718 	2271 	7645908
2448 	2270 	13950970 	2265 	8048502
2512 	2265 	14715165 	2272 	8499995
2576 	2269 	15494511 	2265 	8958543
2640 	2269 	16294024 	2265 	9429172
2704 	2265 	17070675 	2265 	9868876
2768 	2272 	17865514 	2269 	10318697
2832 	2272 	18678402 	2272 	10778517
2896 	2251 	19509234 	2269 	11248181
2960 	2251 	20449459 	2272 	11822034
3024 	2252 	21366707 	2271 	12361953
