2000 	8006787 	32706282 	8006787 	29189353
2064 	8526983 	34829486 	8526977 	31084923
2128 	9063556 	37023024 	9063555 	33041610
2192 	9616515 	39279930 	9616518 	35056546
2256 	10185863 	41607402 	10185863 	37132703
2320 	10771585 	43997942 	10771588 	39266937
2384 	11373699 	46459316 	11373702 	41462532
2448 	11992194 	48983576 	11992193 	43716150
2512 	12627075 	51578824 	12627078 	46031155
2576 	13278337 	54236769 	13278339 	48404122
2640 	13945987 	56965871 	13945985 	50838517
2704 	14630017 	59757515 	14630017 	53330847
2768 	15330436 	62620525 	15330435 	55884686
2832 	16047223 	65545868 	16047236 	58496368
2896 	16780406 	68542825 	16780417 	61169690
2960 	17529973 	71601794 	17529990 	63900673
3024 	18295927 	74732634 	18295940 	66693414
