2000 	5080 	14264214 	5080 	10508858
2064 	5084 	15158166 	5080 	11158288
2128 	5083 	16112269 	5080 	11860125
2192 	5078 	17127898 	5081 	12617682
2256 	5082 	18140494 	5082 	13362447
2320 	5080 	19146954 	5083 	14093587
2384 	5080 	20217521 	5081 	14881082
2448 	5079 	21353350 	5078 	15728261
2512 	5078 	22482373 	5083 	16558627
2576 	5078 	23601302 	5080 	17371438
2640 	5080 	24788343 	5081 	18244601
2704 	5080 	26044435 	5080 	19181465
2768 	5083 	27289807 	5078 	20097354
2832 	5083 	28521255 	5083 	20991886
2896 	5068 	29824759 	5078 	21950714
2960 	5067 	31201107 	5081 	22977256
3024 	5067 	32562878 	5081 	23978718
