16144	2.452937	1.046299
16208	3.217434	1.052070
16272	3.379740	1.061879
16336	3.797026	1.072228
16400	3.551549	1.086928
16464	3.746339	1.082385
16528	3.357305	1.127342
16592	3.408079	1.097824
16656	2.589135	1.106228
16720	3.199355	1.115751
16784	3.496155	1.132315
16848	3.890490	1.137752
16912	3.631255	1.141724
16976	3.464213	1.154147
17040	3.210049	1.162927
17104	2.702706	1.168015
17168	2.526507	1.176299
16144	2.424342	1.041320
16208	3.531870	1.064975
16272	3.405242	1.057308
16336	3.486456	1.065478
16400	3.624320	1.072365
16464	3.407476	1.082933
16528	3.700246	1.092729
16592	3.166065	1.100764
16656	2.572673	1.116628
16720	3.437992	1.123108
16784	3.503702	1.126332
16848	3.614041	1.134321
16912	3.751399	1.140346
16976	3.479525	1.152188
17040	3.253820	1.157112
17104	2.723667	1.166582
17168	2.553824	1.185118
16144	2.545554	1.047611
16208	3.138795	1.049878
16272	3.273897	1.056490
16336	3.456065	1.065570
16400	3.354277	1.076483
16464	3.394278	1.083110
16528	3.304996	1.090763
16592	3.148227	1.103365
16656	2.825265	1.112980
16720	3.219307	1.114870
16784	3.460788	1.125523
16848	3.624163	1.133278
16912	3.775712	1.140177
16976	3.511681	1.148646
17040	3.277621	1.163881
17104	2.903759	1.177380
17168	2.747838	1.181502
16144	2.457704	1.043639
16208	3.264689	1.049986
16272	3.435576	1.056997
16336	3.461924	1.072204
16400	3.385979	1.072612
16464	3.430806	1.082936
16528	3.322101	1.315151
16592	3.326410	1.106663
16656	2.681626	1.118894
16720	3.234323	1.116928
16784	3.463264	1.126876
16848	3.635052	1.134751
16912	3.917161	1.144147
16976	3.960797	1.385848
17040	3.257221	1.157908
17104	2.731784	1.177705
17168	2.546234	1.177632
16144	2.429697	1.039108
16208	3.377499	1.062001
16272	3.382475	1.061819
16336	3.466925	1.063745
16400	3.363395	1.071743
16464	3.396952	1.079053
16528	3.304820	1.095286
16592	3.139531	1.098172
16656	2.523409	1.106732
16720	3.210464	1.120743
16784	3.621057	1.132420
16848	3.769400	1.133652
16912	3.630197	1.142664
16976	3.451039	1.150941
17040	3.216341	1.160925
17104	2.764442	1.168281
17168	2.650946	1.176953
16144	2.377840	1.041921
16208	3.280693	1.053255
16272	3.420910	1.063655
16336	3.459258	1.063285
16400	3.475864	1.077921
16464	3.442020	1.080583
16528	3.378364	1.095332
16592	3.138297	1.100102
16656	2.526799	1.120908
16720	3.227288	1.116211
16784	3.711027	1.052615
16848	4.328400	1.115809
16912	3.920402	1.129182
16976	3.399257	1.022771
17040	3.267099	1.029091
17104	2.657939	1.032390
17168	2.422906	1.086400
16144	2.310355	0.959673
16208	3.048583	0.925173
16272	3.141265	0.943352
16336	3.400982	0.941310
16400	3.369593	0.946171
16464	3.293927	0.995601
16528	3.278965	0.967946
16592	3.456434	0.966797
16656	2.455463	1.014854
16720	3.136802	0.994087
16784	3.362832	0.996928
16848	3.513899	1.023509
16912	3.527202	1.010058
16976	3.434748	1.133199
17040	3.664025	1.050369
17104	2.574483	1.180666
17168	2.678141	1.036282
16144	2.936654	0.940138
16208	3.113840	0.945513
16272	3.148711	0.930965
16336	3.439112	0.964633
16400	3.396399	0.977588
16464	3.332287	0.973807
16528	3.802703	0.962975
16592	3.096323	0.968077
16656	2.447562	1.008093
16720	3.086415	1.003421
16784	3.394156	1.005076
16848	3.554051	1.006094
16912	3.554473	1.030638
16976	3.373497	1.022233
17040	3.176464	1.025296
17104	3.549785	1.075383
17168	2.395878	1.041201
16144	2.246527	0.915850
16208	3.056303	0.925826
16272	3.132994	0.932626
16336	3.499283	0.940200
16400	3.363127	0.957474
16464	3.829705	0.965993
16528	3.164314	0.961322
16592	3.079379	0.971267
16656	2.455440	0.988555
16720	3.110007	1.012356
16784	3.380823	0.995893
16848	3.590251	0.999412
16912	3.546169	1.007925
16976	3.404405	1.014015
17040	3.186617	1.031469
17104	2.582615	1.030966
17168	2.391894	1.038135
16144	2.276554	0.920362
16208	3.007396	0.956934
16272	3.177714	0.933768
16336	3.358865	0.954575
16400	3.284645	0.947014
16464	3.340086	0.957414
16528	3.256974	0.968470
16592	3.182354	0.973586
16656	2.486992	1.015928
16720	3.215359	1.001083
16784	3.450435	1.013660
16848	3.727480	0.999114
16912	3.506792	1.005354
16976	3.370687	1.019601
17040	3.173571	1.021845
17104	2.568146	1.038830
17168	2.384387	1.038728
