10000 	165017914 	30856871 	68114616 	30856870
10064 	167240882 	31242610 	69091507 	31242610
10128 	169344135 	31631326 	69941570 	31631326
10192 	171455203 	32022214 	70791190 	32022214
10256 	173478029 	32416472 	71544759 	32416471
10320 	175837567 	32810651 	72627115 	32810650
10384 	177967601 	33209041 	73471970 	33209040
10448 	179946203 	33610873 	74157322 	33610872
10512 	182340975 	34095288 	75260963 	34095287
10576 	184677336 	34500700 	76287649 	34500699
10640 	186887118 	34909093 	77180690 	34909092
10704 	189104606 	35319702 	78073163 	35319701
10768 	191228674 	35733703 	78864418 	35733702
10832 	193705582 	36147507 	80000585 	36147506
10896 	195941149 	36565695 	80887414 	36565694
10960 	198016920 	36987245 	81606368 	36987244
11024 	200528545 	37495293 	82763787 	37495292
