10000 	138703846 	21741315 	40254008 	21741315
10064 	140538884 	22015533 	40824079 	22015533
10128 	142410804 	22290965 	41423237 	22290965
10192 	144289862 	22568048 	42021298 	22568047
10256 	146079407 	22847355 	42521922 	22847355
10320 	148207859 	23127339 	43353391 	23127338
10384 	149938739 	23410379 	43779124 	23410378
10448 	151679061 	23694724 	44206172 	23694723
10512 	153430561 	23981341 	44636526 	23981340
10576 	155359840 	24268982 	45236539 	24268981
10640 	157131605 	24558763 	45670890 	24558762
10704 	158913413 	24850214 	46107120 	24850213
10768 	160705716 	25143600 	46545931 	25143599
10832 	162508052 	25438651 	46986791 	25438650
10896 	164492965 	25734820 	47601982 	25734819
10960 	166315804 	26033135 	48046973 	26033134
11024 	168576685 	26419320 	48932700 	26419319
