10000 	730505271 	167818214 	642612995 	167818211
10064 	739928091 	169934427 	650902198 	169934426
10128 	749323382 	172141403 	659166687 	172141402
10192 	758866444 	174284618 	667561666 	174284617
10256 	768380793 	176519581 	675930875 	176519578
10320 	778044063 	178689791 	684431598 	178689788
10384 	787677550 	180952765 	692905611 	180952762
10448 	797461018 	183149956 	701512068 	183149953
10512 	807213598 	185440873 	710090838 	185440870
10576 	817117244 	187665069 	718803009 	187665066
10640 	826988943 	189983977 	727486562 	189983974
10704 	837012803 	192235178 	736304483 	192235175
10768 	847003612 	194582086 	745092810 	194582083
10832 	857147725 	196860272 	754016520 	196860269
10896 	867257589 	199235137 	762909566 	199235134
10960 	877521905 	201540340 	771939015 	201540337
11024 	887750895 	203943196 	780936851 	203943193
